Instance,k,Population,Fitness,Time,Initialization
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,100,50,84.57,56.25
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,100,50,86.96,54.77
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,100,50,86.68,55.45
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,100,39,184.39,130.02
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,100,39,203.46,128.25
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/coventry.txt,1,200,38,158.65,92.87
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,100,39,204.57,137.51
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,100,39,214.77,128.54
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/coventry.txt,1,200,39,169.24,95.6
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/coventry.txt,1,200,39,153.01,91.69
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,150,39,132.18,91.03
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/coventry.txt,1,200,39,164.87,93.38
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,50,40,84.29,47.18
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,150,37,229.38,132.29
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,50,40,82.79,48.97
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,50,40,86.74,46.32
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/coventry.txt,1,200,38,181.34,94.84
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,150,38,147.02,90.38
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,50,29,59.19,28.76
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,50,30,50.87,29.43
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,50,40,93.72,47.72
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,50,40,122.98,59.76
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,150,38,152.89,93.04
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,50,41,127.24,58.81
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,150,38,154.37,91.85
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,150,50,125.54,82.04
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,50,40,132.98,57.86
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,50,40,98.08,43.77
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,50,29,67.09,30.02
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,50,29,66.23,31.31
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,150,38,167.82,90.1
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,150,37,257.33,131.39
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,50,41,143.66,57.91
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,50,29,62.56,28.86
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,150,50,130.25,84.63
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,150,50,135.87,82.32
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,150,50,137.5,83.17
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,150,37,273.2,127.73
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,150,37,276.15,125.39
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,150,37,275.24,127.75
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,150,50,155.45,85.03
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,200,38,183.53,125.19
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,200,38,202.73,119.84
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,200,38,200.91,124.18
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,50,48,28.38,27.56
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,200,38,207.26,121.17
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,100,29,103.9,58.92
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,200,50,169.92,114.79
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/exeter.txt,1,200,38,216.72,120.18
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,100,29,107.12,61.58
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,100,29,100.94,59.08
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,100,29,100.72,60.09
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,50,44,46.43,26.97
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,50,45,48.23,27.46
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,150,39,283.62,194.16
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,200,50,189.35,110.07
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,100,29,106.24,61.06
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,50,44,51.2,26.77
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,100,39,155.59,93.17
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,150,39,297.08,192.74
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,50,44,63.71,27.9
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,200,50,187.93,113.75
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,150,39,296.41,197.32
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,100,40,153.23,91.77
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,150,39,302.3,193.92
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,200,50,206.65,111.35
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,100,40,183.43,115.32
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,100,40,159.31,89.2
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/glasgow.txt,1,200,50,206.56,110.92
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,100,40,188.76,119.19
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,100,39,158.03,101.63
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,100,40,190.49,119.27
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,100,39,169.95,91.36
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,100,40,210.32,118.79
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leeds.txt,1,100,40,201.08,123.54
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,200,37,367.92,157.18
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,150,39,328.61,196.42
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,200,37,355.35,172.65
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,50,25,5.47,4.52
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,50,25,6.66,4.7
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,50,25,4.27,4.4
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,200,37,367.23,170.94
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,50,25,5.24,4.46
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,50,25,5.54,4.6
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,100,44,84.43,52.97
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,200,37,368.42,178.81
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,100,25,12.55,9.1
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,100,44,92.56,53.53
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,100,44,89.93,56.73
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,100,25,9.04,8.99
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,100,44,93.38,55.22
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,100,25,10.31,9.03
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,100,25,10.33,9.27
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,100,25,8.16,8.93
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,150,29,162.03,88.47
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/bristol.txt,1,200,37,401.82,172.87
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,150,29,169.73,85.21
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,150,25,15.9,13.52
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,150,25,15.67,13.78
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,150,24,20.16,13.17
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,100,44,107.71,55.83
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,150,29,156.91,89.87
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,150,25,13.84,13.59
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,150,25,15.59,13.19
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,150,29,157.17,85.58
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/manchester.txt,1,50,42,152.23,75.4
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,200,25,21.56,18.69
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,200,24,24.91,17.37
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,200,24,27.03,17.89
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,150,40,207.6,138.86
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/liverpool.txt,1,150,29,164.14,92.65
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,200,25,21.24,17.64
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/nottingham.txt,1,50,45,75.95,55.45
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/oxford.txt,1,200,24,24.44,18.0
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/manchester.txt,1,50,40,166.38,76.15
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,200,39,354.07,260.31
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/manchester.txt,1,50,41,170.21,75.25
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/nottingham.txt,1,50,44,82.59,59.13
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/manchester.txt,1,50,41,184.03,72.36
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/plymouth.txt,1,50,31,38.93,26.61
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/nottingham.txt,1,50,45,93.49,58.19
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,150,39,243.9,139.05
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/plymouth.txt,1,50,32,35.81,27.56
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,200,39,383.78,260.35
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,150,39,251.04,133.81
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/plymouth.txt,1,50,32,49.9,26.2
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/leicester.txt,1,150,39,246.2,138.02
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/nottingham.txt,1,50,44,117.86,56.63
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/plymouth.txt,1,50,31,50.16,27.66
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/plymouth.txt,1,50,31,59.96,28.71
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/nottingham.txt,1,50,44,112.57,57.19
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/newcastle.txt,1,150,44,120.06,79.93
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,200,39,399.6,265.43
/home1/djukanovic/lcps/src/srcAugust/lcps/src/k-domination/instances/belfast.txt,1,200,39,401.09,267.27
